Sc_Agreeableness,Sc_Conscientiousness,Sc_Extraversion,Sc_Narcissism,Sc_Neuroticism,Sc_Openness,Sc_SensationSeeking,Student_ID,Gender,Fakultas,Program_Studi,Angkatan,Klaster,Profile_Name,Kategori_Risiko
72.5,51.7,62.5,38.0,29.9,52.6,49.0,ST0444,Laki-laki,FEB,Manajemen,2021,1,The Resilient & Adaptive,Baseline / Normatif
41.8,43.6,68.6,68.5,39.8,47.9,62.5,ST0448,Perempuan,FKS,Ilmu Komunikasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
66.3,45.0,67.1,61.1,53.4,51.7,49.2,ST0449,Laki-laki,FKS,Ilmu Komunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
74.1,56.1,69.6,45.6,38.0,55.7,50.5,ST0450,Laki-laki,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
57.8,54.1,60.2,34.3,40.9,56.5,56.6,ST0451,Laki-laki,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
48.4,48.8,45.5,59.5,67.7,50.6,49.8,ST0453,Laki-laki,FRI,Teknik Logistik,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
74.1,61.4,55.1,25.9,30.3,56.9,41.8,ST0454,Laki-laki,FRI,Teknik Logistik,2022,1,The Resilient & Adaptive,Baseline / Normatif
62.3,69.2,43.7,44.3,35.0,51.3,27.2,ST0455,Perempuan,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
76.0,53.7,68.3,41.9,49.2,65.7,50.7,ST0456,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
41.0,57.3,59.1,54.8,41.6,45.1,71.4,ST0457,Laki-laki,FIF,Sistem Komputer,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
20.0,45.2,28.7,48.6,61.6,34.3,20.7,ST0458,Perempuan,FTE,Teknik Telekomunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
45.2,75.5,44.1,59.3,26.1,62.1,30.6,ST0459,Laki-laki,FEB,Manajemen,2021,1,The Resilient & Adaptive,Baseline / Normatif
47.8,46.3,37.1,24.4,65.0,47.8,40.7,ST0461,Perempuan,FEB,Manajemen,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
47.7,61.6,24.7,31.3,60.8,46.9,45.2,ST0464,Perempuan,FRI,Teknik Logistik,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
64.9,74.2,53.2,52.6,37.4,53.9,34.4,ST0466,Perempuan,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
59.2,67.5,55.2,52.7,36.5,36.9,31.4,ST0467,Laki-laki,FRI,Sistem Informasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
39.6,36.5,76.9,69.0,52.5,38.3,66.2,ST0468,Laki-laki,FTE,Teknik Elektro,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
63.8,69.0,53.6,71.9,37.5,51.0,40.4,ST0469,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
53.8,48.6,77.2,71.5,42.0,63.6,71.7,ST0470,Laki-laki,FEB,Manajemen,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
62.0,70.7,56.1,51.7,40.7,56.5,27.7,ST0471,Perempuan,FRI,Sistem Informasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
62.6,60.3,59.7,40.4,26.1,56.2,48.5,ST0472,Perempuan,FRI,Teknik Industri,2022,1,The Resilient & Adaptive,Baseline / Normatif
60.2,70.0,49.6,56.2,45.5,65.6,31.4,ST0473,Laki-laki,FRI,Teknik Industri,2024,1,The Resilient & Adaptive,Baseline / Normatif
51.5,59.0,51.6,49.5,39.0,64.5,42.2,ST0474,Laki-laki,FRI,Sistem Informasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
59.6,55.9,55.4,57.9,37.9,56.3,40.7,ST0475,Laki-laki,FRI,Teknik Logistik,2024,1,The Resilient & Adaptive,Baseline / Normatif
60.0,71.1,51.6,48.2,27.9,61.9,47.5,ST0477,Laki-laki,FRI,Teknik Logistik,2024,1,The Resilient & Adaptive,Baseline / Normatif
27.2,58.3,39.2,46.8,68.0,50.1,44.5,ST0478,Perempuan,FKS,Ilmu Komunikasi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
34.4,47.7,39.4,45.9,62.3,40.4,51.1,ST0479,Perempuan,FIF,Data Sains,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
58.1,67.2,59.0,42.4,34.2,60.9,48.3,ST0480,Perempuan,FIF,Data Sains,2021,1,The Resilient & Adaptive,Baseline / Normatif
58.7,66.9,39.1,39.7,43.3,63.9,30.2,ST0481,Perempuan,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
45.6,37.2,64.0,62.9,43.9,41.0,69.3,ST0483,Perempuan,FTE,Teknik Elektro,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
58.8,27.4,65.5,64.7,53.1,60.9,81.0,ST0484,Laki-laki,FRI,Teknik Logistik,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
39.9,32.1,20.0,24.0,66.2,55.3,44.6,ST0486,Laki-laki,FRI,Teknik Industri,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
68.7,68.4,67.8,43.0,33.1,65.8,44.9,ST0487,Laki-laki,FIF,Sistem Komputer,2021,1,The Resilient & Adaptive,Baseline / Normatif
34.5,39.3,75.5,63.4,45.9,47.1,66.0,ST0488,Laki-laki,FKS,Ilmu Komunikasi,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
45.0,50.5,69.9,60.7,54.7,51.9,67.0,ST0490,Laki-laki,FKS,Administrasi Bisnis,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
52.1,65.3,60.2,36.7,35.7,67.3,35.0,ST0492,Laki-laki,FKS,Administrasi Bisnis,2022,1,The Resilient & Adaptive,Baseline / Normatif
27.3,45.0,34.5,28.1,61.7,52.8,46.4,ST0493,Laki-laki,FIF,Informatika,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
39.0,44.7,36.3,53.3,75.1,48.4,53.9,ST0494,Perempuan,FIF,Informatika,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
46.0,45.3,58.9,66.6,49.6,36.3,61.4,ST0495,Perempuan,FIF,Sistem Komputer,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
59.9,66.2,38.4,46.6,63.6,67.4,40.2,ST0496,Laki-laki,FIF,Data Sains,2022,1,The Resilient & Adaptive,Baseline / Normatif
74.8,62.3,55.2,40.2,38.0,62.6,38.4,ST0497,Perempuan,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
61.4,77.6,44.0,67.1,38.5,58.3,22.6,ST0499,Perempuan,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
36.4,38.7,43.2,44.7,60.6,56.5,52.7,ST0500,Perempuan,FEB,Manajemen,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
55.3,47.9,62.5,58.5,44.0,47.1,71.4,ST0501,Perempuan,FRI,Sistem Informasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
59.3,56.1,55.2,45.1,47.4,52.3,51.6,ST0502,Perempuan,FEB,Akuntansi,2023,1,The Resilient & Adaptive,Baseline / Normatif
29.6,42.6,33.6,40.2,74.8,54.8,51.6,ST0503,Laki-laki,FTE,Teknik Elektro,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
39.3,58.7,63.7,61.4,45.0,66.6,65.8,ST0504,Laki-laki,FTE,Teknik Telekomunikasi,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
67.4,49.5,51.9,49.3,38.2,63.8,49.0,ST0505,Perempuan,FIF,Data Sains,2024,1,The Resilient & Adaptive,Baseline / Normatif
30.3,44.4,36.0,53.4,73.8,58.2,55.0,ST0507,Perempuan,FIF,Informatika,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
54.5,51.9,68.9,42.1,46.8,59.6,43.9,ST0508,Perempuan,FEB,Akuntansi,2024,1,The Resilient & Adaptive,Baseline / Normatif
56.6,49.7,62.7,59.2,34.1,63.2,44.9,ST0509,Perempuan,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
65.3,69.1,48.7,55.5,40.2,57.3,34.0,ST0510,Laki-laki,FIF,Informatika,2023,1,The Resilient & Adaptive,Baseline / Normatif
56.1,82.8,48.1,58.1,29.0,65.9,30.7,ST0511,Laki-laki,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
76.6,52.7,49.5,39.8,36.7,69.2,53.2,ST0512,Perempuan,FKS,Ilmu Komunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
33.2,34.4,22.8,49.8,68.2,51.7,51.2,ST0513,Perempuan,FKS,Administrasi Bisnis,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
48.6,46.2,68.9,65.5,46.4,45.7,65.5,ST0515,Perempuan,FEB,Manajemen,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
28.9,53.6,33.1,44.8,60.8,56.9,31.2,ST0516,Laki-laki,FEB,Manajemen,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
77.7,53.1,58.4,49.0,41.2,73.2,34.0,ST0517,Perempuan,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
74.5,60.4,48.5,45.5,34.7,60.9,37.7,ST0518,Perempuan,FRI,Teknik Logistik,2023,1,The Resilient & Adaptive,Baseline / Normatif
31.5,57.3,29.9,35.8,76.1,49.2,55.2,ST0519,Laki-laki,FTE,Teknik Telekomunikasi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
66.6,70.5,53.1,53.0,33.0,62.0,50.2,ST0521,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
61.9,56.9,60.8,57.9,38.2,45.4,42.1,ST0522,Laki-laki,FKS,Ilmu Komunikasi,2021,1,The Resilient & Adaptive,Baseline / Normatif
56.9,65.1,55.8,46.2,44.4,59.2,34.1,ST0524,Perempuan,FIF,Informatika,2021,1,The Resilient & Adaptive,Baseline / Normatif
58.0,63.4,42.3,53.5,39.0,45.9,37.3,ST0526,Laki-laki,FKS,Ilmu Komunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
50.5,67.0,61.2,49.8,37.4,63.4,37.9,ST0527,Perempuan,FTE,Teknik Elektro,2022,1,The Resilient & Adaptive,Baseline / Normatif
42.6,52.9,28.6,39.8,56.1,42.1,42.3,ST0528,Laki-laki,FEB,Akuntansi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
51.6,71.8,46.3,61.7,40.9,53.5,48.5,ST0529,Perempuan,FTE,Teknik Telekomunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
54.8,75.4,58.3,61.9,30.0,44.9,36.8,ST0530,Perempuan,FKS,Administrasi Bisnis,2024,1,The Resilient & Adaptive,Baseline / Normatif
34.9,29.9,46.6,79.4,56.3,40.3,49.2,ST0532,Perempuan,FRI,Teknik Logistik,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
44.8,46.0,37.4,40.8,77.1,50.0,45.3,ST0533,Perempuan,FEB,Akuntansi,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
56.3,53.6,70.8,65.3,47.4,62.8,83.9,ST0085,Perempuan,FKS,Administrasi Bisnis,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
42.1,76.5,40.9,58.4,50.2,53.6,28.1,ST0536,Perempuan,FKS,Administrasi Bisnis,2021,1,The Resilient & Adaptive,Baseline / Normatif
44.6,37.8,32.5,44.3,58.5,41.7,36.1,ST0537,Perempuan,FTE,Teknik Elektro,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
68.3,51.9,48.1,46.4,45.3,63.4,39.0,ST0538,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
48.8,50.5,53.9,80.6,56.6,56.7,65.9,ST0539,Laki-laki,FKS,Ilmu Komunikasi,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
32.1,40.5,40.6,32.4,64.5,56.5,54.8,ST0540,Laki-laki,FRI,Teknik Industri,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
43.3,46.5,38.4,33.1,65.7,39.7,50.9,ST0541,Laki-laki,FRI,Teknik Logistik,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
45.5,68.0,33.2,27.1,73.8,50.6,49.8,ST0542,Laki-laki,FIF,Sistem Komputer,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
64.6,76.8,55.1,45.6,42.8,61.0,46.1,ST0543,Laki-laki,FIF,Informatika,2021,1,The Resilient & Adaptive,Baseline / Normatif
61.0,44.4,68.3,69.9,43.7,58.0,68.5,ST0545,Laki-laki,FEB,Manajemen,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
46.7,46.5,59.6,65.9,46.8,44.4,63.7,ST0546,Laki-laki,FIF,Data Sains,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
75.8,66.0,50.8,55.7,29.9,52.3,34.3,ST0547,Perempuan,FKS,Ilmu Komunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
60.3,28.6,61.7,86.1,46.8,50.7,60.5,ST0551,Perempuan,FRI,Teknik Logistik,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
36.7,53.4,34.9,51.9,77.2,50.0,32.1,ST0552,Laki-laki,FEB,Akuntansi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
51.2,42.7,30.1,46.2,78.4,39.5,45.6,ST0553,Laki-laki,FKS,Ilmu Komunikasi,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
45.0,37.4,67.6,61.0,57.4,44.9,69.2,ST0556,Laki-laki,FTE,Teknik Telekomunikasi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
38.9,54.9,38.8,41.2,66.6,45.8,47.5,ST0557,Perempuan,FRI,Sistem Informasi,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
53.3,41.4,69.1,65.6,38.7,48.6,72.3,ST0558,Laki-laki,FEB,Manajemen,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
69.6,65.0,65.6,44.5,43.1,58.8,47.8,ST0560,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
68.3,62.6,55.8,62.6,45.0,63.7,45.2,ST0564,Laki-laki,FIF,Informatika,2024,1,The Resilient & Adaptive,Baseline / Normatif
40.9,28.3,72.6,60.8,52.1,48.2,72.8,ST0565,Laki-laki,FTE,Teknik Elektro,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
46.5,42.9,58.3,67.0,52.5,60.8,60.9,ST0566,Laki-laki,FIF,Informatika,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
41.4,56.1,37.2,46.0,70.5,55.4,55.3,ST0567,Perempuan,FTE,Teknik Elektro,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
59.0,51.3,39.1,47.9,28.7,51.9,41.5,ST0568,Perempuan,FRI,Teknik Industri,2024,1,The Resilient & Adaptive,Baseline / Normatif
54.7,67.9,61.6,63.9,34.8,56.5,41.6,ST0569,Perempuan,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
35.5,33.1,33.2,58.8,69.0,53.9,43.4,ST0572,Laki-laki,FKS,Administrasi Bisnis,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
55.2,66.2,47.9,45.7,36.2,55.9,48.7,ST0573,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
67.5,55.8,65.4,33.8,46.7,67.8,48.1,ST0574,Laki-laki,FKS,Ilmu Komunikasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
40.4,37.7,70.4,68.3,49.0,44.2,66.3,ST0575,Perempuan,FEB,Akuntansi,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
68.0,53.8,51.0,45.6,20.0,59.9,36.7,ST0577,Perempuan,FRI,Teknik Industri,2023,1,The Resilient & Adaptive,Baseline / Normatif
54.3,76.6,48.4,55.3,35.7,63.2,43.2,ST0580,Laki-laki,FIF,Sistem Komputer,2023,1,The Resilient & Adaptive,Baseline / Normatif
49.8,72.2,57.2,66.1,26.5,60.5,28.0,ST0581,Perempuan,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
72.0,62.5,55.3,42.4,29.0,58.4,53.5,ST0582,Laki-laki,FRI,Sistem Informasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
30.7,37.4,27.7,53.8,60.1,47.4,52.0,ST0583,Perempuan,FEB,Akuntansi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
33.0,51.1,44.3,66.1,72.8,56.3,51.7,ST0584,Laki-laki,FIF,Data Sains,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
66.2,71.0,47.7,45.6,46.2,54.4,23.6,ST0586,Perempuan,FIF,Sistem Komputer,2023,1,The Resilient & Adaptive,Baseline / Normatif
62.6,45.9,55.7,40.2,29.5,63.4,42.9,ST0587,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
78.1,63.7,59.7,46.5,48.0,67.5,40.4,ST0588,Perempuan,FRI,Sistem Informasi,2024,1,The Resilient & Adaptive,Baseline / Normatif
64.3,77.9,54.2,63.9,39.2,56.8,31.2,ST0589,Laki-laki,FEB,Manajemen,2022,1,The Resilient & Adaptive,Baseline / Normatif
65.3,46.8,58.9,45.5,45.2,59.3,45.7,ST0590,Perempuan,FEB,Manajemen,2021,1,The Resilient & Adaptive,Baseline / Normatif
49.6,61.2,51.1,63.9,37.4,56.2,27.4,ST0591,Laki-laki,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
39.7,41.1,62.7,59.2,58.3,57.0,72.5,ST0592,Laki-laki,FKS,Administrasi Bisnis,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
72.5,65.7,53.9,61.4,32.9,66.0,41.9,ST0593,Perempuan,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
55.3,78.9,52.7,44.7,38.4,70.7,32.9,ST0594,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
47.0,77.2,58.8,60.5,38.0,55.4,43.6,ST0596,Perempuan,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
46.1,43.5,84.7,70.0,54.6,50.7,66.6,ST0597,Perempuan,FRI,Teknik Industri,2024,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
25.3,40.9,64.2,80.0,46.8,47.8,55.4,ST0598,Laki-laki,FIF,Sistem Komputer,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
56.2,83.2,45.1,51.2,38.3,54.9,40.8,ST0599,Laki-laki,FIF,Informatika,2022,1,The Resilient & Adaptive,Baseline / Normatif
58.5,78.4,60.7,55.6,31.9,51.6,46.4,ST0600,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
55.5,59.1,43.2,56.1,36.6,56.9,41.7,ST0601,Perempuan,FKS,Administrasi Bisnis,2024,1,The Resilient & Adaptive,Baseline / Normatif
41.4,41.1,76.9,59.8,63.6,44.1,69.9,ST0602,Perempuan,FTE,Teknik Elektro,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
66.7,50.0,59.4,42.8,43.0,58.2,52.1,ST0603,Perempuan,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
46.2,77.4,51.4,63.9,35.3,56.4,42.0,ST0604,Laki-laki,FRI,Teknik Industri,2022,1,The Resilient & Adaptive,Baseline / Normatif
45.0,80.3,53.4,57.8,29.8,51.4,30.6,ST0605,Laki-laki,FTE,Teknik Elektro,2023,1,The Resilient & Adaptive,Baseline / Normatif
41.9,47.1,29.1,31.0,66.7,49.6,60.1,ST0606,Laki-laki,FEB,Akuntansi,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
46.2,70.1,51.3,48.2,32.7,55.3,44.6,ST0608,Perempuan,FIF,Sistem Komputer,2024,1,The Resilient & Adaptive,Baseline / Normatif
49.7,48.1,36.0,47.5,70.1,50.7,46.3,ST0609,Perempuan,FIF,Data Sains,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
61.2,60.2,57.0,56.6,26.8,52.4,55.4,ST0610,Laki-laki,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
56.8,78.3,48.1,41.0,42.7,46.3,44.7,ST0611,Laki-laki,FKS,Ilmu Komunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
82.4,51.3,54.2,46.9,43.0,65.2,36.5,ST0612,Laki-laki,FEB,Manajemen,2024,1,The Resilient & Adaptive,Baseline / Normatif
49.9,49.7,69.7,74.4,46.1,62.2,76.3,ST0613,Perempuan,FTE,Teknik Elektro,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
68.4,59.8,75.2,42.0,34.7,64.4,45.5,ST0616,Laki-laki,FEB,Akuntansi,2023,1,The Resilient & Adaptive,Baseline / Normatif
57.3,72.8,55.8,47.9,31.6,67.5,40.8,ST0617,Laki-laki,FKS,Ilmu Komunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
59.1,80.8,39.9,57.3,31.0,57.4,37.7,ST0618,Laki-laki,FKS,Administrasi Bisnis,2023,1,The Resilient & Adaptive,Baseline / Normatif
48.1,36.2,42.1,54.7,66.5,56.3,48.7,ST0621,Perempuan,FEB,Akuntansi,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
72.0,53.6,62.5,61.4,41.3,58.0,41.5,ST0622,Laki-laki,FIF,Sistem Komputer,2024,1,The Resilient & Adaptive,Baseline / Normatif
42.8,36.9,43.4,36.6,80.5,47.3,45.8,ST0624,Perempuan,FRI,Teknik Logistik,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
60.1,64.3,58.9,58.6,39.0,44.7,37.7,ST0625,Perempuan,FTE,Teknik Elektro,2024,1,The Resilient & Adaptive,Baseline / Normatif
54.7,71.8,65.9,52.9,40.5,47.2,36.7,ST0626,Perempuan,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
56.4,65.4,46.5,55.0,35.2,52.3,27.4,ST0627,Perempuan,FKS,Ilmu Komunikasi,2022,1,The Resilient & Adaptive,Baseline / Normatif
54.6,72.3,45.3,49.9,50.4,46.8,34.2,ST0632,Perempuan,FEB,Akuntansi,2023,1,The Resilient & Adaptive,Baseline / Normatif
23.4,49.4,46.4,33.5,79.2,64.1,52.8,ST0633,Perempuan,FEB,Manajemen,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
66.5,72.4,64.1,51.6,36.3,63.7,26.2,ST0634,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
76.7,54.5,67.6,44.6,36.8,58.2,58.1,ST0635,Perempuan,FEB,Akuntansi,2022,1,The Resilient & Adaptive,Baseline / Normatif
64.7,52.5,49.8,57.2,38.1,71.3,43.5,ST0636,Laki-laki,FEB,Manajemen,2023,1,The Resilient & Adaptive,Baseline / Normatif
36.4,45.5,83.9,61.3,46.2,55.7,60.9,ST0637,Laki-laki,FRI,Sistem Informasi,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
53.7,69.4,45.8,47.1,49.4,58.9,30.7,ST0638,Perempuan,FIF,Sistem Komputer,2022,1,The Resilient & Adaptive,Baseline / Normatif
28.7,43.5,29.7,40.6,78.4,52.7,37.1,ST0639,Perempuan,FEB,Manajemen,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
49.7,50.0,77.8,73.6,56.5,40.6,67.9,ST0640,Perempuan,FIF,Informatika,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
49.0,74.6,46.5,50.4,34.6,54.5,37.2,ST0641,Perempuan,FKS,Administrasi Bisnis,2024,1,The Resilient & Adaptive,Baseline / Normatif
34.3,47.7,55.2,56.9,41.7,52.9,73.2,ST0642,Perempuan,FEB,Akuntansi,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
34.2,51.4,44.9,42.6,61.5,53.6,55.1,ST0643,Perempuan,FRI,Teknik Industri,2024,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
39.6,35.2,23.1,26.5,53.0,45.0,41.4,ST0644,Perempuan,FTE,Teknik Elektro,2021,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
60.3,68.7,49.6,48.5,52.9,42.9,42.5,ST0645,Perempuan,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
66.9,56.5,67.5,65.5,39.7,64.4,64.9,ST0647,Laki-laki,FKS,Ilmu Komunikasi,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
46.6,77.6,44.3,54.2,38.7,55.6,35.1,ST0648,Laki-laki,FEB,Akuntansi,2021,1,The Resilient & Adaptive,Baseline / Normatif
58.4,32.1,78.6,72.8,55.5,54.3,70.8,ST0649,Perempuan,FEB,Akuntansi,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
46.5,37.6,65.1,63.4,47.3,54.2,74.7,ST0650,Perempuan,FRI,Teknik Logistik,2023,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
59.0,65.4,49.8,57.3,47.1,65.8,33.4,ST0652,Laki-laki,FTE,Teknik Telekomunikasi,2023,1,The Resilient & Adaptive,Baseline / Normatif
49.1,45.6,70.3,62.0,45.1,38.5,76.7,ST0653,Laki-laki,FEB,Akuntansi,2022,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
31.2,43.7,38.6,42.5,70.8,49.1,39.1,ST0654,Laki-laki,FIF,Data Sains,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
25.4,47.4,32.5,47.9,75.1,45.2,55.7,ST0655,Perempuan,FRI,Teknik Industri,2022,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
49.9,37.0,23.6,30.1,64.7,32.8,35.1,ST0656,Perempuan,FTE,Teknik Telekomunikasi,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
31.5,36.5,35.6,51.6,60.5,40.6,58.1,ST0657,Perempuan,FTE,Teknik Elektro,2023,2,The Vulnerable / At-Risk,Kelompok Risiko Tinggi
54.6,70.1,55.6,50.4,46.4,53.4,38.4,ST0658,Perempuan,FKS,Administrasi Bisnis,2024,1,The Resilient & Adaptive,Baseline / Normatif
55.5,36.9,60.3,71.4,51.8,66.1,61.7,ST0659,Laki-laki,FRI,Teknik Industri,2021,0,The Energetic & Socially Active,Intervensi Pengembangan Diri
68.5,50.6,50.3,45.2,25.8,63.5,38.9,ST0661,Laki-laki,FIF,Data Sains,2023,1,The Resilient & Adaptive,Baseline / Normatif
58.9,60.2,44.8,43.1,31.9,72.8,54.4,ST0662,Perempuan,FIF,Informatika,2024,1,The Resilient & Adaptive,Baseline / Normatif
45.1,64.1,44.4,49.0,39.8,68.1,33.7,ST0663,Perempuan,FIF,Informatika,2021,1,The Resilient & Adaptive,Baseline / Normatif
